"Table 1: 2003 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 10.02.2006",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
29,229,MO,Wright County,3376,2589,4162,18.7,14.4,23.1,1295,963,1626,28.3,21.1,35.6,856,609,1103,26.3,18.7,33.8,25611,24014,27315,,,,,,
29,510,MO,St. Louis city,72245,56317,88173,21.5,16.7,26.2,27424,20593,34255,31.7,23.8,39.6,17871,12857,22885,29.9,21.5,38.3,28209,26551,29969,,,,,,
30,0,MT,Montana,129109,121578,136641,14.2,13.4,15,40946,37661,44231,19.9,18.3,21.5,25827,23273,28381,17.3,15.6,19,34449,32996,35902,13486,11496,15476,26.3,22.4,30.2
30,1,MT,Beaverhead County,1316,1026,1607,15.7,12.2,19.1,394,296,491,22,16.5,27.4,248,178,318,18.7,13.5,24,31605,29727,33601,,,,,,
30,3,MT,Big Horn County,3090,2374,3805,24,18.5,29.6,1345,993,1697,32,23.6,40.4,889,624,1154,30.2,21.2,39.3,27719,26000,29553,,,,,,
30,5,MT,Blaine County,1483,1138,1828,22.3,17.1,27.5,566,420,713,29.8,22.1,37.6,374,264,484,27,19,35,25373,23729,27131,,,,,,
30,7,MT,Broadwater County,585,452,717,13,10.1,16,180,135,225,19.7,14.8,24.6,119,85,153,16.6,11.9,21.3,33360,31375,35471,,,,,,
30,9,MT,Carbon County,1089,837,1340,11.2,8.6,13.8,314,233,395,16,11.9,20.1,205,145,265,13.6,9.6,17.6,34499,32370,36767,,,,,,
30,11,MT,Carter County,162,122,202,12.4,9.3,15.4,42,30,54,16.2,11.6,20.7,30,20,40,13.8,9.3,18.2,26301,24452,28288,,,,,,
30,13,MT,Cascade County,10782,8428,13137,13.8,10.8,16.8,3513,2652,4373,18.7,14.1,23.3,2155,1555,2755,16.1,11.6,20.6,34546,32521,36697,,,,,,
30,15,MT,Chouteau County,822,622,1021,15.1,11.4,18.8,262,182,343,19.8,13.7,25.8,186,122,250,17.6,11.5,23.7,28774,26925,30749,,,,,,
30,17,MT,Custer County,1554,1197,1911,14,10.8,17.2,479,357,601,19.5,14.5,24.4,308,219,397,17.2,12.2,22.2,31980,29992,34101,,,,,,
30,19,MT,Daniels County,216,163,269,11.9,9,14.8,51,35,67,16.7,11.6,21.8,34,22,46,14.2,9.2,19.2,28081,26019,30307,,,,,,
30,21,MT,Dawson County,1044,801,1288,12.7,9.7,15.7,282,207,357,16.7,12.3,21.2,184,129,239,14.8,10.3,19.2,33900,31772,36170,,,,,,
30,23,MT,Deer Lodge County,1326,1027,1626,14.9,11.6,18.3,375,278,471,21.6,16.1,27.2,244,172,316,19.2,13.6,24.9,28553,26777,30448,,,,,,
30,25,MT,Fallon County,265,201,329,9.7,7.3,12,65,46,85,11.7,8.2,15.1,45,30,60,10.6,7,14.1,35354,33003,37872,,,,,,
30,27,MT,Fergus County,1663,1277,2050,14.9,11.4,18.3,505,373,637,22.1,16.3,27.8,328,230,426,18.7,13.1,24.3,31612,29615,33743,,,,,,
30,29,MT,Flathead County,10135,7904,12366,12.6,9.8,15.4,3348,2518,4178,18.3,13.7,22.8,2051,1472,2630,15.5,11.1,19.9,37492,35245,39884,,,,,,
30,31,MT,Gallatin County,8424,6564,10285,11.5,9,14.1,1941,1461,2422,12.8,9.6,16,1169,837,1501,11,7.9,14.1,40724,38266,43341,,,,,,
30,33,MT,Garfield County,142,103,181,11.7,8.5,14.9,42,29,56,15.5,10.5,20.5,30,19,41,15.6,10.1,21.1,28572,26590,30702,,,,,,
30,35,MT,Glacier County,3433,2633,4234,25.6,19.7,31.6,1402,1041,1764,33.8,25.1,42.5,916,647,1185,31.9,22.5,41.3,27129,25354,29027,,,,,,
30,37,MT,Golden Valley County,188,143,233,18.2,13.8,22.5,47,32,63,24.5,16.4,32.5,35,22,48,26.2,16.5,35.9,24739,23060,26540,,,,,,
30,39,MT,Granite County,419,322,515,14.8,11.4,18.1,128,95,162,23.2,17.2,29.2,83,58,108,18.1,12.7,23.5,30988,29069,33033,,,,,,
30,41,MT,Hill County,2904,2256,3552,18.1,14,22.1,986,741,1231,23.5,17.7,29.4,629,451,807,22,15.8,28.2,32365,30412,34444,,,,,,
30,43,MT,Jefferson County,987,757,1217,9.3,7.1,11.4,300,222,377,12.7,9.4,15.9,196,138,254,10.4,7.4,13.5,45407,42643,48349,,,,,,
30,45,MT,Judith Basin County,357,271,443,16.2,12.3,20.1,109,79,139,22.9,16.6,29.1,76,52,100,19.9,13.6,26.1,27014,25188,28972,,,,,,
30,47,MT,Lake County,5279,4109,6449,19.1,14.9,23.4,1897,1426,2368,28.1,21.1,35.1,1207,866,1548,25,17.9,32.1,30362,28573,32263,,,,,,
30,49,MT,Lewis and Clark County,6658,5191,8125,11.6,9.1,14.2,2017,1519,2515,15.8,11.9,19.7,1221,877,1565,13.1,9.4,16.8,40578,38189,43116,,,,,,
30,51,MT,Liberty County,272,204,341,13.8,10.3,17.3,59,40,78,15.7,10.8,20.6,43,28,58,14.2,9.2,19.1,28258,26366,30287,,,,,,
30,53,MT,Lincoln County,3458,2690,4226,18.3,14.2,22.3,1125,846,1403,28.3,21.3,35.3,731,524,938,24.7,17.7,31.6,29331,27558,31218,,,,,,
30,55,MT,McCone County,225,170,279,12.6,9.6,15.7,67,48,86,18,12.9,23,46,31,61,15.3,10.5,20.2,27921,25992,29994,,,,,,
30,57,MT,Madison County,822,632,1012,11.7,9,14.4,222,164,279,17.2,12.8,21.7,148,104,192,14.8,10.4,19.1,31856,29967,33864,,,,,,
30,59,MT,Meagher County,335,256,414,17.1,13.1,21.1,105,77,132,24.9,18.4,31.4,73,51,95,22.6,15.7,29.5,26010,24038,28144,,,,,,
30,61,MT,Mineral County,677,517,836,17.8,13.6,22,239,173,305,31.6,22.9,40.3,153,106,200,26.8,18.5,35.1,29904,28002,31936,,,,,,
30,63,MT,Missoula County,14409,11267,17552,15,11.7,18.2,3848,2903,4793,19.2,14.5,24,2335,1681,2989,16.4,11.8,21,36790,34619,39098,,,,,,
30,65,MT,Musselshell County,788,605,970,17.6,13.6,21.7,250,185,314,29.5,21.8,37.1,170,119,221,27.9,19.6,36.2,27499,25804,29305,,,,,,
30,67,MT,Park County,1962,1510,2414,12.5,9.6,15.3,590,439,742,18.1,13.5,22.8,381,270,492,16,11.3,20.6,32837,30818,34988,,,,,,
30,69,MT,Petroleum County,59,41,77,12,8.4,15.6,16,10,21,15.7,10.1,21.2,11,7,15,12.9,7.6,18.2,23622,22063,25290,,,,,,
30,71,MT,Phillips County,665,509,821,16,12.3,19.7,206,151,260,22.8,16.7,28.8,138,96,180,19.6,13.6,25.5,29472,27570,31506,,,,,,
30,73,MT,Pondera County,1078,828,1328,17.6,13.5,21.7,356,265,448,23.4,17.4,29.5,240,169,311,21.2,15,27.5,29420,27480,31497,,,,,,
30,75,MT,Powder River County,196,147,245,11.2,8.4,13.9,55,40,71,14,10.1,18,39,26,52,12.4,8.4,16.4,28851,26977,30855,,,,,,
30,77,MT,Powell County,886,659,1113,16.2,12,20.3,248,184,312,20.6,15.3,25.9,165,117,213,17.7,12.6,22.9,29676,27798,31681,,,,,,
30,79,MT,Prairie County,140,106,174,12.3,9.4,15.3,33,23,43,19.9,13.9,25.9,22,14,30,17.2,11.3,23.1,28238,26307,30311,,,,,,
30,81,MT,Ravalli County,5476,4238,6714,14,10.8,17.2,1825,1367,2284,21.1,15.8,26.4,1178,841,1515,18.4,13.1,23.6,34907,32781,37171,,,,,,
30,83,MT,Richland County,1183,910,1456,13.1,10.1,16.1,385,286,483,18.2,13.6,22.9,245,173,317,15,10.6,19.4,34365,32178,36701,,,,,,
30,85,MT,Roosevelt County,2750,2128,3372,26.3,20.4,32.2,1233,924,1542,37,27.7,46.2,793,567,1019,34.7,24.8,44.6,25677,24088,27372,,,,,,
30,87,MT,Rosebud County,1646,1256,2036,18,13.7,22.2,677,500,853,25,18.5,31.6,443,311,575,23.6,16.6,30.6,38696,36296,41256,,,,,,
30,89,MT,Sanders County,1852,1436,2267,17.1,13.2,20.9,587,440,734,27.4,20.5,34.3,382,273,491,24.4,17.4,31.3,28456,26754,30266,,,,,,
30,91,MT,Sheridan County,451,347,554,12.7,9.8,15.7,119,86,151,18.7,13.6,23.9,75,52,98,14.5,10,19.1,29651,27616,31836,,,,,,
30,93,MT,Silver Bow County,5129,3992,6265,15.9,12.4,19.4,1572,1183,1960,22.6,17,28.2,998,717,1279,19.6,14.1,25.2,32263,30351,34296,,,,,,
30,95,MT,Stillwater County,787,604,969,9.4,7.3,11.6,213,157,268,11.9,8.8,15,139,98,180,10.2,7.2,13.2,44890,42091,47875,,,,,,
30,97,MT,Sweet Grass County,376,286,465,10.3,7.8,12.7,105,77,134,12.4,9,15.8,73,50,96,11.3,7.8,14.7,34253,32157,36486,,,,,,
30,99,MT,Teton County,860,654,1065,13.8,10.5,17,260,189,330,18,13.1,22.9,173,120,226,15.6,10.8,20.3,30928,28931,33063,,,,,,
30,101,MT,Toole County,655,501,809,14.2,10.8,17.5,185,138,233,17,12.6,21.3,119,84,154,14.1,9.9,18.2,29946,28002,32024,,,,,,
30,103,MT,Treasure County,92,69,115,12.4,9.4,15.4,29,20,37,20,14.1,25.9,20,14,26,15.9,10.8,21,30961,28740,33352,,,,,,
30,105,MT,Valley County,1053,810,1297,14.6,11.2,18,345,255,436,21.9,16.2,27.6,225,159,291,19.5,13.7,25.2,32391,30333,34589,,,,,,
30,107,MT,Wheatland County,383,293,474,20.2,15.4,25,130,90,170,33.3,23,43.5,91,60,122,33.7,22.3,45.1,23620,22048,25304,,,,,,
30,109,MT,Wibaux County,120,91,148,12.8,9.8,15.9,32,23,41,17,12.2,21.8,22,15,29,14.4,9.8,19,29653,27757,31678,,,,,,
30,111,MT,Yellowstone County,16001,12570,19432,12.1,9.5,14.7,5239,3972,6506,16.9,12.8,21,3194,2315,4073,14.5,10.5,18.4,41174,38894,43587,,,,,,
31,0,NE,Nebraska,170042,158512,181572,9.9,9.3,10.6,55652,49838,61466,12.9,11.5,14.2,32413,28213,36613,10.6,9.2,11.9,41984,40458,43509,20617,16735,24499,17.1,13.9,20.4
31,1,NE,Adams County,2973,2282,3664,10,7.7,12.4,886,653,1118,12.5,9.2,15.8,527,368,686,10.3,7.2,13.4,38341,36005,40827,,,,,,
31,3,NE,Antelope County,833,634,1032,11.8,9,14.6,268,195,342,16.3,11.8,20.7,166,114,218,12.7,8.7,16.7,33260,31150,35512,,,,,,
31,5,NE,Arthur County,40,29,52,10,7.1,12.9,13,9,17,14.9,9.9,19.8,9,6,12,15,9.5,20.6,30848,28632,33237,,,,,,
31,7,NE,Banner County,61,44,79,8,5.7,10.3,17,11,23,9.7,6.3,13.2,12,7,17,7.6,4.4,10.8,33703,31552,36002,,,,,,
31,9,NE,Blaine County,80,59,101,15.2,11.3,19.2,25,16,33,25.5,16.9,34.1,15,9,21,18.8,11.5,26.1,27810,25888,29875,,,,,,
31,11,NE,Boone County,576,439,713,10,7.6,12.4,177,129,225,12.1,8.8,15.3,111,77,145,9.4,6.5,12.4,34055,31947,36302,,,,,,
31,13,NE,Box Butte County,1288,985,1591,11.4,8.7,14.1,449,330,568,15.7,11.6,19.9,269,187,351,12.7,8.9,16.6,41119,38471,43949,,,,,,
31,15,NE,Boyd County,261,195,327,11.7,8.7,14.7,72,51,94,15.3,10.8,19.8,47,31,63,12.5,8.3,16.6,27834,26012,29784,,,,,,
31,17,NE,Brown County,387,292,482,11.4,8.6,14.2,125,90,160,17,12.2,21.8,76,52,100,13.6,9.2,17.9,31250,29273,33359,,,,,,
31,19,NE,Buffalo County,4233,3251,5215,10.4,8,12.8,1194,881,1506,12.1,9,15.3,698,488,908,10.1,7.1,13.2,39968,37536,42558,,,,,,
31,21,NE,Burt County,734,561,907,9.9,7.6,12.2,240,176,304,14,10.2,17.7,150,104,196,11.5,8,15,35319,33101,37686,,,,,,
31,23,NE,Butler County,795,608,981,9,6.9,11.1,266,195,337,12.2,8.9,15.4,157,109,205,9.5,6.6,12.4,38209,35796,40786,,,,,,
31,25,NE,Cass County,1624,1259,1989,6.4,4.9,7.8,576,428,723,8.9,6.6,11.2,329,232,426,6.9,4.8,8.9,51019,48036,54187,,,,,,
31,27,NE,Cedar County,742,561,923,8.3,6.3,10.3,231,164,297,9.8,7,12.6,147,98,196,7.9,5.3,10.6,38977,36291,41861,,,,,,
31,29,NE,Chase County,398,302,494,10.2,7.7,12.7,127,91,163,14.7,10.5,18.9,76,51,101,11.9,8,15.8,34682,32416,37106,,,,,,
31,31,NE,Cherry County,741,565,918,12.3,9.4,15.2,259,189,329,17.6,12.8,22.4,155,107,203,14,9.6,18.3,32253,30193,34453,,,,,,
31,33,NE,Cheyenne County,937,723,1152,9.5,7.4,11.7,284,210,358,12.2,9,15.4,173,121,225,10.2,7.1,13.2,39396,36890,42073,,,,,,
31,35,NE,Clay County,695,533,857,10.4,7.9,12.8,222,163,281,13.9,10.2,17.6,138,96,180,11.3,7.8,14.7,36239,33961,38670,,,,,,
31,37,NE,Colfax County,982,752,1212,9.4,7.2,11.6,330,241,418,11.7,8.5,14.8,204,141,267,10.4,7.2,13.6,37261,34965,39709,,,,,,
31,39,NE,Cuming County,839,640,1039,8.7,6.7,10.8,258,188,328,10.7,7.8,13.6,155,107,203,8.7,6,11.3,36851,34461,39407,,,,,,
31,41,NE,Custer County,1399,1059,1739,12.3,9.3,15.3,481,350,613,17.4,12.6,22.1,295,203,387,14.1,9.7,18.5,33494,31389,35741,,,,,,
31,43,NE,Dakota County,2182,1689,2675,10.7,8.3,13.1,879,652,1106,14.2,10.5,17.9,532,375,689,12.7,8.9,16.4,38864,36494,41388,,,,,,
31,45,NE,Dawes County,1286,983,1589,16.1,12.3,19.9,351,258,445,20.6,15.1,26.1,184,123,245,16.2,10.8,21.5,30007,28174,31959,,,,,,
31,47,NE,Dawson County,2558,1975,3140,10.5,8.1,12.9,974,720,1228,14,10.3,17.6,591,415,767,12.1,8.5,15.7,36624,34370,39025,,,,,,
31,49,NE,Deuel County,201,153,249,10,7.6,12.4,65,47,83,16.1,11.6,20.5,41,28,54,12.7,8.7,16.7,35308,33105,37657,,,,,,
31,51,NE,Dixon County,537,410,665,8.9,6.8,11,176,128,224,11.7,8.5,14.9,109,75,143,9.7,6.7,12.7,37285,34982,39740,,,,,,
31,53,NE,Dodge County,3360,2582,4137,9.5,7.3,11.7,1055,779,1332,12.7,9.4,16,613,428,798,10.3,7.2,13.4,39127,36734,41677,,,,,,
31,55,NE,Douglas County,51124,40332,61916,10.8,8.5,13,17640,13295,21984,14.2,10.7,17.7,9722,6978,12466,11.4,8.2,14.6,46711,44402,49141,,,,,,
31,57,NE,Dundy County,248,188,308,11.5,8.7,14.3,66,48,85,14.8,10.7,18.8,43,29,57,12.9,8.8,17,28846,26945,30880,,,,,,
31,59,NE,Fillmore County,587,448,726,9.4,7.2,11.6,200,145,255,13.6,9.9,17.4,119,82,156,10.8,7.4,14.2,37449,35087,39969,,,,,,
31,61,NE,Franklin County,387,294,480,11.5,8.7,14.3,118,85,150,15.9,11.5,20.2,74,50,98,13,8.8,17.2,32069,30023,34254,,,,,,
31,63,NE,Frontier County,291,219,363,10.6,7.9,13.2,81,58,104,12.9,9.2,16.6,51,34,68,10.6,7.1,14.1,34419,32244,36742,,,,,,
31,65,NE,Furnas County,551,420,682,11,8.4,13.6,164,119,209,15.2,11,19.3,100,69,131,12.2,8.4,16,31592,29563,33761,,,,,,
31,67,NE,Gage County,2182,1694,2671,9.7,7.5,11.8,640,476,804,12.4,9.2,15.5,368,260,476,9.8,6.9,12.6,36826,34636,39154,,,,,,
31,69,NE,Garden County,270,205,335,12.7,9.6,15.7,78,56,99,20.1,14.4,25.7,50,34,66,16.2,11,21.5,28649,26862,30555,,,,,,
31,71,NE,Garfield County,205,156,254,11.4,8.7,14.2,54,38,69,13.7,9.8,17.5,32,22,42,10.5,7.1,13.9,29624,27756,31618,,,,,,
31,73,NE,Gosper County,157,118,196,7.9,5.9,9.8,53,37,69,12.3,8.5,16,34,22,46,10.7,6.9,14.5,38297,35869,40891,,,,,,
31,75,NE,Grant County,61,44,77,9,6.6,11.4,20,13,28,14.5,9.3,19.8,13,8,18,11.3,6.7,15.8,36833,33539,40450,,,,,,
31,77,NE,Greeley County,307,232,382,12.4,9.4,15.4,104,74,135,17.6,12.5,22.7,67,45,89,15.1,10.1,20.1,32251,30122,34530,,,,,,
31,79,NE,Hall County,6523,5086,7961,12,9.4,14.7,2352,1758,2946,16.2,12.1,20.3,1339,951,1727,13.3,9.5,17.2,39073,36819,41465,,,,,,
31,81,NE,Hamilton County,763,588,938,8.1,6.3,10,258,190,326,10.6,7.8,13.4,157,109,205,8.6,6,11.2,44016,41247,46970,,,,,,
31,83,NE,Harlan County,359,273,444,9.9,7.6,12.3,105,77,134,14.4,10.5,18.3,65,45,85,11.3,7.7,14.8,32345,30354,34467,,,,,,
31,85,NE,Hayes County,101,69,132,9,6.1,11.8,27,16,37,10.4,6.3,14.4,19,11,27,9.7,5.4,14.1,26372,24616,28253,,,,,,
31,87,NE,Hitchcock County,389,295,483,13,9.9,16.2,122,87,157,20.1,14.3,25.8,77,52,102,16.8,11.3,22.3,29759,27812,31843,,,,,,
31,89,NE,Holt County,1297,988,1607,12.1,9.2,15,409,298,521,15.8,11.5,20.1,256,176,336,13,8.9,17,33077,31011,35281,,,,,,
31,91,NE,Hooker County,64,48,81,8.8,6.6,11.1,21,14,27,12.6,8.4,16.7,13,8,18,11,7.1,14.9,32418,30179,34824,,,,,,
31,93,NE,Howard County,713,545,882,10.6,8.1,13.1,230,169,292,14.2,10.4,18,146,101,191,11.7,8.1,15.4,35836,33639,38177,,,,,,
31,95,NE,Jefferson County,761,587,936,9.5,7.3,11.7,221,163,279,12.9,9.5,16.3,138,96,180,11,7.7,14.4,34735,32619,36989,,,,,,
31,97,NE,Johnson County,396,303,489,8.8,6.7,10.9,103,75,131,10.5,7.7,13.3,65,45,85,8.8,6.1,11.5,37207,34855,39719,,,,,,
31,99,NE,Kearney County,529,402,655,7.8,5.9,9.7,146,106,186,9.2,6.7,11.7,93,63,123,7.7,5.2,10.1,40403,37965,42999,,,,,,
31,101,NE,Keith County,877,671,1083,10.5,8,13,286,210,362,15.5,11.4,19.6,170,118,222,12.2,8.5,15.9,33796,31673,36062,,,,,,
31,103,NE,Keya Paha County,125,89,161,13.2,9.4,17.1,40,26,54,18.7,12.3,25.1,26,16,36,15.8,9.7,22,31260,28899,33815,,,,,,
31,105,NE,Kimball County,442,339,546,11.9,9.1,14.6,153,111,194,18.5,13.5,23.6,94,65,123,14.9,10.2,19.5,31457,29517,33525,,,,,,
31,107,NE,Knox County,1207,932,1483,13.7,10.5,16.8,381,280,481,18.6,13.7,23.5,236,165,307,15.3,10.7,19.9,30724,28856,32714,,,,,,
31,109,NE,Lancaster County,23867,18724,29009,9.5,7.4,11.5,6789,5095,8483,11.3,8.5,14.2,3948,2818,5078,9.7,6.9,12.4,44800,42395,47340,,,,,,
31,111,NE,Lincoln County,3758,2884,4632,10.8,8.3,13.3,1313,968,1659,15.5,11.4,19.6,760,530,990,12.5,8.7,16.2,39433,37009,42015,,,,,,
31,113,NE,Logan County,72,54,90,10.1,7.5,12.6,22,16,28,13.8,9.9,17.7,14,9,19,12.5,8.4,16.6,35625,33134,38303,,,,,,
31,115,NE,Loup County,79,56,102,11.2,7.9,14.4,27,18,37,15.5,10.2,20.9,18,11,25,14.5,8.7,20.2,31153,28769,33735,,,,,,
31,117,NE,McPherson County,64,47,81,12.1,8.9,15.4,23,16,30,19.6,13.4,25.8,15,9,21,15.8,9.9,21.6,31369,29214,33684,,,,,,
31,119,NE,Madison County,3874,3013,4734,11.1,8.6,13.6,1240,924,1556,13.6,10.1,17.1,728,515,941,11.5,8.1,14.8,38838,36544,41276,,,,,,
31,121,NE,Merrick County,780,595,964,9.7,7.4,12.1,266,195,337,13.5,9.9,17.2,162,112,212,10.9,7.6,14.2,36976,34722,39377,,,,,,
31,123,NE,Morrill County,706,541,872,13.6,10.4,16.8,247,181,313,19.9,14.6,25.2,153,106,200,17,11.8,22.1,32178,30206,34279,,,,,,
31,125,NE,Nance County,428,328,529,11.6,8.9,14.3,148,108,188,16.4,12,20.8,87,60,114,12.4,8.5,16.2,32797,30785,34941,,,,,,
31,127,NE,Nemaha County,752,576,929,11.2,8.6,13.9,192,141,244,13,9.5,16.5,117,81,153,10.5,7.2,13.7,36500,34223,38929,,,,,,
31,129,NE,Nuckolls County,530,405,656,11,8.4,13.6,167,121,212,16.5,12,21,104,72,136,14.4,9.9,18.8,31034,29049,33153,,,,,,
31,131,NE,Otoe County,1281,983,1578,8.4,6.4,10.3,385,283,487,10.3,7.6,13,230,161,299,8.3,5.8,10.9,40616,38121,43275,,,,,,
31,133,NE,Pawnee County,299,227,370,10.7,8.2,13.3,83,60,106,15.1,10.9,19.2,52,35,69,11.7,8,15.4,31380,29417,33474,,,,,,
31,135,NE,Perkins County,306,231,381,10,7.6,12.5,96,68,124,13.8,9.8,17.8,62,42,82,11.5,7.7,15.3,35120,32892,37499,,,,,,
31,137,NE,Phelps County,900,690,1110,9.5,7.3,11.8,295,217,373,12.7,9.4,16.1,183,128,238,10.5,7.3,13.7,39683,37204,42327,,,,,,
31,139,NE,Pierce County,753,579,926,9.9,7.6,12.2,218,159,277,11.3,8.2,14.3,135,93,177,8.9,6.2,11.7,36735,34465,39154,,,,,,
31,141,NE,Platte County,2661,2044,3279,8.6,6.6,10.5,869,641,1098,10.4,7.7,13.1,518,362,674,8.4,5.9,10.9,41553,38961,44318,,,,,,
31,143,NE,Polk County,390,297,484,7.4,5.6,9.2,122,89,155,10.1,7.4,12.8,73,50,96,8.1,5.6,10.7,39159,36746,41731,,,,,,
31,145,NE,Red Willow County,1169,895,1443,10.7,8.2,13.2,394,289,500,15,11,19,240,167,313,12.8,8.9,16.6,34688,32555,36960,,,,,,
31,147,NE,Richardson County,1003,768,1237,11.5,8.8,14.2,297,218,376,15.1,11.1,19.1,179,125,233,11.9,8.3,15.5,31381,29436,33455,,,,,,
31,149,NE,Rock County,229,172,286,14.7,11,18.3,68,47,88,22.9,16.1,29.7,45,30,60,18.7,12.4,24.9,28045,26291,29915,,,,,,
31,151,NE,Saline County,1125,859,1390,8.3,6.4,10.3,303,222,383,8.9,6.5,11.3,190,132,248,7.8,5.4,10.2,39740,37309,42330,,,,,,
31,153,NE,Sarpy County,7369,5732,9006,5.4,4.2,6.7,2657,1974,3340,6.8,5.1,8.6,1586,1119,2053,5.8,4.1,7.5,58704,55305,62311,,,,,,
31,155,NE,Saunders County,1509,1159,1858,7.5,5.7,9.2,468,345,591,9.2,6.8,11.7,276,192,360,7.3,5.1,9.6,44371,41693,47220,,,,,,
31,157,NE,Scotts Bluff County,5213,4047,6379,14.4,11.2,17.6,1901,1414,2388,21.3,15.9,26.8,1148,811,1485,18.1,12.8,23.5,32608,30646,34695,,,,,,
31,159,NE,Seward County,1127,861,1392,7.3,5.6,9,289,212,366,8,5.9,10.1,173,120,226,6.4,4.4,8.3,45270,42525,48192,,,,,,
31,161,NE,Sheridan County,762,587,937,13.3,10.3,16.4,275,203,347,20.2,14.9,25.5,163,114,212,16.2,11.4,21.1,30533,28673,32515,,,,,,
31,163,NE,Sherman County,362,273,451,11.6,8.7,14.4,116,83,149,17.3,12.3,22.2,70,47,93,14.3,9.6,19,31873,29804,34084,,,,,,
31,165,NE,Sioux County,141,98,185,9.8,6.8,12.7,39,25,54,14.9,9.6,20.3,28,16,40,12.4,7.3,17.5,31322,29166,33637,,,,,,
31,167,NE,Stanton County,499,380,619,7.8,5.9,9.6,174,126,222,10.1,7.3,12.9,112,77,147,8.5,5.9,11.2,39337,36920,41912,,,,,,
31,169,NE,Thayer County,551,421,681,10.3,7.9,12.7,167,122,213,14.3,10.4,18.2,105,72,138,11.3,7.8,14.8,34035,31895,36319,,,,,,
31,171,NE,Thomas County,77,57,98,11.9,8.7,15.2,21,13,30,19.6,12.1,27,14,8,20,17.3,10.1,24.6,32683,30207,35361,,,,,,
31,173,NE,Thurston County,1440,1100,1781,20.3,15.5,25.1,700,511,889,27.7,20.2,35.2,436,301,571,24.7,17.1,32.4,29632,27809,31576,,,,,,
31,175,NE,Valley County,524,405,643,11.7,9,14.3,159,118,201,15.9,11.7,20.1,98,69,127,12.6,8.9,16.4,30956,29103,32927,,,,,,
31,177,NE,Washington County,1168,899,1436,6.1,4.7,7.5,340,249,431,7.2,5.3,9.1,208,145,271,5.9,4.1,7.6,51613,48492,54934,,,,,,
31,179,NE,Wayne County,938,712,1164,11.3,8.6,14.1,214,158,270,12.1,8.9,15.2,131,92,170,10,7,13,35237,33008,37616,,,,,,
31,181,NE,Webster County,367,278,456,9.7,7.3,12,104,75,133,12.4,8.9,15.8,68,46,90,10.7,7.3,14.1,32460,30469,34581,,,,,,
31,183,NE,Wheeler County,101,74,128,12.4,9.1,15.8,37,26,49,18.1,12.4,23.8,25,16,34,15.9,10.3,21.5,34218,31716,36918,,,,,,
31,185,NE,York County,1208,927,1490,8.9,6.8,11,354,261,448,11,8.1,13.9,213,148,278,9,6.3,11.8,39959,37530,42547,,,,,,
32,0,NV,Nevada,251744,235959,267529,11,10.3,11.6,91399,82756,100043,15.3,13.8,16.7,59296,52565,66027,14,12.4,15.6,45249,43826,46673,27486,22198,32773,16.5,13.3,19.7
32,1,NV,Churchill County,2492,1909,3075,10.5,8,12.9,1067,777,1356,14.9,10.9,19,727,504,950,14.6,10.1,19.1,43069,40467,45837,,,,,,
32,3,NV,Clark County,184463,148418,220507,11.3,9.1,13.5,68064,52460,83668,15.8,12.2,19.5,44088,32621,55555,14.7,10.8,18.5,43756,42067,45512,,,,,,
32,5,NV,Douglas County,3236,2484,3988,7.2,5.5,8.9,968,709,1227,10.1,7.4,12.8,666,463,869,8.9,6.2,11.6,53301,50049,56763,,,,,,
32,7,NV,Elko County,4262,3317,5206,9.8,7.6,11.9,1681,1255,2106,12.7,9.5,15.9,1089,776,1402,10.8,7.7,13.9,49762,46815,52894,,,,,,
32,9,NV,Esmeralda County,96,72,121,11.7,8.7,14.7,17,12,22,12.6,8.9,16.2,13,9,17,12.4,8.2,16.7,35622,33414,37976,,,,,,
32,11,NV,Eureka County,152,113,190,10.8,8.1,13.5,52,37,67,14.4,10.2,18.5,38,25,51,13.1,8.8,17.4,41068,38460,43853,,,,,,
32,13,NV,Humboldt County,1729,1322,2135,10.4,8,12.9,684,499,870,13.8,10,17.5,468,324,612,12.6,8.7,16.5,45113,42220,48204,,,,,,
32,15,NV,Lander County,528,397,660,10.4,7.8,13,185,132,237,12,8.6,15.4,137,92,182,11.6,7.8,15.4,46237,43101,49601,,,,,,
32,17,NV,Lincoln County,529,401,657,13.5,10.2,16.8,195,141,250,19.7,14.2,25.2,138,94,182,17.8,12.1,23.4,36160,33795,38691,,,,,,
32,19,NV,Lyon County,4102,3188,5016,9.7,7.5,11.8,1487,1108,1866,14.2,10.6,17.8,1044,740,1348,13.2,9.4,17.1,43373,40814,46092,,,,,,
32,21,NV,Mineral County,710,540,879,14.7,11.2,18.2,257,187,327,23.8,17.3,30.3,172,119,225,21.4,14.8,28,31481,29411,33697,,,,,,
